,innode,outnode,etype,dataflow,change_operation,id_x,line_out,id_y,line_in
89,22_78,22_77,AST,,DELETE,77,16.0,78,16.0
90,22_11,22_4,DDG,,DELETE,7,1.0,11,2.0
91,22_11,22_7,AST,,DELETE,7,1.0,11,2.0
93,22_67,22_59,CFG,,DELETE,60,13.0,68,14.0
95,22_68,22_67,AST,,DELETE,67,14.0,68,14.0
97,22_8,22_7,AST,,DELETE,7,1.0,8,1.0
98,22_58,22_4,DDG,,DELETE,7,1.0,58,12.0
99,22_58,22_49,CFG,,DELETE,50,11.0,58,12.0
100,22_58,22_49,CDG,,DELETE,50,11.0,58,12.0
104,22_79,22_76,AST,,DELETE,76,16.0,79,16.0
106,22_59,22_4,DDG,,DELETE,7,1.0,65,13.0
107,22_59,22_10,DDG,featureset,DELETE,10,2.0,65,13.0
108,22_59,22_49,CDG,,DELETE,50,11.0,65,13.0
109,22_65,22_61,AST,,DELETE,61,13.0,65,13.0
114,22_17,22_4,DDG,,DELETE,7,1.0,24,6.0
117,22_24,22_23,AST,,DELETE,23,6.0,24,6.0
120,22_17,22_39,DDG,*p,DELETE,41,9.0,24,6.0
121,22_17,22_49,DDG,*p,DELETE,55,11.0,24,6.0
122,22_17,22_59,CDG,,DELETE,60,13.0,24,6.0
127,22_26,22_25,AST,,DELETE,25,6.0,26,6.0
132,22_21,22_19,AST,,DELETE,19,6.0,21,6.0
135,22_29,22_27,AST,,DELETE,27,6.0,29,6.0
140,22_17,22_59,DDG,p,DELETE,64,13.0,29,6.0
142,22_9,22_7,AST,,DELETE,7,1.0,9,1.0
145,22_59,22_49,CFG,,DELETE,50,11.0,62,13.0
147,22_62,22_61,AST,,DELETE,61,13.0,62,13.0
152,22_59,22_17,DDG,q,DELETE,18,6.0,63,13.0
154,22_59,22_35,DDG,q,DELETE,36,8.0,63,13.0
156,22_59,22_49,DDG,*q,DELETE,52,11.0,63,13.0
157,22_63,22_61,AST,,DELETE,61,13.0,63,13.0
164,22_49,22_17,CDG,,DELETE,22,6.0,53,11.0
168,22_49,22_39,CFG,,DELETE,40,9.0,53,11.0
169,22_53,22_52,AST,,DELETE,52,11.0,53,11.0
171,22_70,22_39,DDG,*p,DELETE,41,9.0,73,15.0
176,22_73,22_72,AST,,DELETE,72,15.0,73,15.0
180,22_39,22_17,CDG,,DELETE,22,6.0,42,9.0
182,22_39,22_31,CFG,,DELETE,32,7.0,42,9.0
187,22_42,22_41,AST,,DELETE,41,9.0,42,9.0
188,22_39,22_47,CFG,,DELETE,47,10.0,42,9.0
190,22_47,22_4,DDG,,DELETE,7,1.0,48,10.0
191,22_47,22_17,DDG,p,DELETE,20,6.0,48,10.0
193,22_47,22_35,DDG,p,DELETE,38,8.0,48,10.0
194,22_47,22_39,CFG,,DELETE,40,9.0,48,10.0
195,22_47,22_39,CDG,,DELETE,40,9.0,48,10.0
196,22_47,22_39,DDG,*p,DELETE,41,9.0,48,10.0
197,22_48,22_47,AST,,DELETE,47,10.0,48,10.0
202,22_59,22_39,DDG,*p,DELETE,41,9.0,64,13.0
203,22_59,22_47,DDG,p,DELETE,48,10.0,64,13.0
206,22_64,22_61,AST,,DELETE,61,13.0,64,13.0
211,22_80,22_4,DDG,,DELETE,7,1.0,80,17.0
212,22_80,22_59,CDG,,DELETE,60,13.0,80,17.0
214,22_80,22_76,CFG,,DELETE,76,16.0,80,17.0
216,22_81,22_7,AST,,DELETE,7,1.0,81,1.0
218,22_4,22_10,DDG,featureset,DELETE,10,2.0,81,1.0
219,22_4,22_11,DDG,perr,DELETE,11,2.0,81,1.0
220,22_4,22_17,DDG,q,DELETE,18,6.0,81,1.0
223,22_4,22_17,CFG,,DELETE,22,6.0,81,1.0
227,22_4,22_31,DDG,iswhite(*p),DELETE,32,7.0,81,1.0
228,22_4,22_35,DDG,q,DELETE,36,8.0,81,1.0
230,22_4,22_39,DDG,*p && !iswhite(*p),DELETE,40,9.0,81,1.0
234,22_4,22_47,DDG,p,DELETE,48,10.0,81,1.0
235,22_4,22_49,DDG,!*q && !*p,DELETE,50,11.0,81,1.0
240,22_4,22_58,CFG,,DELETE,58,12.0,81,1.0
241,22_4,22_58,DDG,<RET>,DELETE,58,12.0,81,1.0
242,22_4,22_59,DDG,"!lookup_feature(pval, q, p, featureset)",DELETE,60,13.0,81,1.0
246,22_4,22_67,DDG,stderr,DELETE,68,14.0,81,1.0
247,22_4,22_80,CFG,,DELETE,80,17.0,81,1.0
248,22_4,22_80,DDG,<RET>,DELETE,80,17.0,81,1.0
249,22_155,22_7,AST,,DELETE,7,1.0,155,1.0
253,22_156,22_7,AST,,DELETE,7,1.0,156,1.0
256,22_157,22_7,AST,,DELETE,7,1.0,157,2.0
257,22_157,22_10,DDG,featureset,DELETE,10,2.0,157,2.0
259,22_157,22_59,DDG,featureset,DELETE,65,13.0,157,2.0
260,22_158,22_7,AST,,DELETE,7,1.0,158,2.0
261,22_158,22_11,DDG,perr,DELETE,11,2.0,158,2.0
267,22_22,22_15,AST,,DELETE,15,6.0,22,6.0
273,22_27,22_15,AST,,DELETE,15,6.0,27,6.0
282,22_19,22_17,AST,,DELETE,17,6.0,19,6.0
287,22_20,22_19,AST,,DELETE,19,6.0,20,6.0
289,22_23,22_22,AST,,DELETE,22,6.0,23,6.0
295,22_25,22_22,AST,,DELETE,22,6.0,25,6.0
301,22_32,22_31,AST,,DELETE,31,7.0,32,7.0
306,22_51,22_50,AST,,DELETE,50,11.0,51,11.0
312,22_52,22_51,AST,,DELETE,51,11.0,52,11.0
315,22_40,22_39,AST,,DELETE,39,9.0,40,9.0
322,22_50,22_49,AST,,DELETE,49,11.0,50,11.0
329,22_33,22_32,AST,,DELETE,32,7.0,33,7.0
334,22_41,22_40,AST,,DELETE,40,9.0,41,9.0
339,22_28,22_27,AST,,DELETE,27,6.0,28,6.0
341,22_17,22_59,CFG,,DELETE,60,13.0,28,6.0
347,22_35,22_31,AST,,DELETE,31,7.0,35,8.0
351,22_35,22_31,CFG,,DELETE,32,7.0,36,8.0
353,22_36,22_35,AST,,DELETE,35,8.0,36,8.0
355,22_37,22_35,AST,,DELETE,35,8.0,37,8.0
361,22_45,22_44,AST,,DELETE,44,9.0,45,9.0
363,22_47,22_39,AST,,DELETE,39,9.0,47,10.0
367,22_43,22_40,AST,,DELETE,40,9.0,43,9.0
374,22_55,22_54,AST,,DELETE,54,11.0,55,11.0
377,22_44,22_43,AST,,DELETE,43,9.0,44,9.0
381,22_54,22_50,AST,,DELETE,50,11.0,54,11.0
387,22_60,22_59,AST,,DELETE,59,13.0,60,13.0
391,22_61,22_60,AST,,DELETE,60,13.0,61,13.0
399,22_77,22_76,AST,,DELETE,76,16.0,77,16.0
403,22_72,22_70,AST,,DELETE,70,15.0,72,15.0
411,22_67,22_70,DDG,(int)(p - q),DELETE,70,15.0,67,14.0
412,22_67,22_70,CFG,,DELETE,75,15.0,67,14.0
420,22_70,22_67,CFG,,DELETE,69,14.0,71,15.0
421,22_71,22_70,AST,,DELETE,70,15.0,71,15.0
423,22_70,22_67,AST,,DELETE,67,14.0,70,15.0
33,23_5,23_4,AST,,DELETE,4,1.0,5,1.0
38,23_15,23_4,CFG,,DELETE,7,1.0,16,4.0
39,23_16,23_15,AST,,DELETE,15,4.0,16,4.0
41,23_66,23_4,DDG,,DELETE,7,1.0,75,11.0
42,23_66,23_15,DDG,p,DELETE,16,4.0,75,11.0
43,23_66,23_56,DDG,p,DELETE,57,10.0,75,11.0
47,23_75,23_74,AST,,DELETE,74,11.0,75,11.0
48,23_66,23_83,DDG,*p,DELETE,95,13.0,75,11.0
49,23_39,23_4,DDG,,DELETE,7,1.0,42,9.0
50,23_42,23_39,AST,,DELETE,39,9.0,42,9.0
52,23_25,23_4,DDG,,DELETE,7,1.0,37,8.0
54,23_37,23_31,AST,,DELETE,31,8.0,37,8.0
56,23_99,23_4,DDG,,DELETE,7,1.0,102,15.0
57,23_99,23_79,CDG,,DELETE,80,12.0,102,15.0
59,23_102,23_101,AST,,DELETE,101,15.0,102,15.0
69,23_35,23_34,AST,,DELETE,34,8.0,35,8.0
71,23_129,23_4,DDG,,DELETE,7,1.0,130,23.0
72,23_129,23_112,CDG,,DELETE,113,16.0,130,23.0
73,23_129,23_112,DDG,bufsize,DELETE,114,16.0,130,23.0
74,23_129,23_126,CFG,,DELETE,126,22.0,130,23.0
75,23_130,23_129,AST,,DELETE,129,23.0,130,23.0
78,23_10,23_7,AST,,DELETE,7,1.0,10,1.0
79,23_126,23_4,DDG,,DELETE,7,1.0,128,22.0
80,23_126,23_112,CDG,,DELETE,113,16.0,128,22.0
81,23_126,23_112,DDG,nc,DELETE,115,16.0,128,22.0
82,23_128,23_126,AST,,DELETE,126,22.0,128,22.0
85,23_126,23_83,DDG,q,DELETE,86,13.0,127,22.0
86,23_126,23_99,DDG,q,DELETE,102,15.0,127,22.0
87,23_126,23_112,CFG,,DELETE,113,16.0,127,22.0
89,23_127,23_126,AST,,DELETE,126,22.0,127,22.0
91,23_15,23_4,DDG,,DELETE,7,1.0,20,4.0
92,23_20,23_18,AST,,DELETE,18,4.0,20,4.0
95,23_66,23_12,DDG,flags,DELETE,12,2.0,77,11.0
98,23_77,23_76,AST,,DELETE,76,11.0,77,11.0
103,23_33,23_32,AST,,DELETE,32,8.0,33,8.0
105,23_38,23_27,AST,,DELETE,27,8.0,38,8.0
108,23_112,23_4,DDG,,DELETE,7,1.0,115,16.0
109,23_112,23_66,CDG,,DELETE,67,11.0,115,16.0
110,23_112,23_83,DDG,nc,DELETE,84,13.0,115,16.0
111,23_112,23_99,DDG,nc,DELETE,100,15.0,115,16.0
112,23_115,23_113,AST,,DELETE,113,16.0,115,16.0
115,23_83,23_4,DDG,,DELETE,7,1.0,92,13.0
116,23_83,23_39,DDG,*buf,DELETE,40,9.0,92,13.0
117,23_83,23_56,DDG,buf,DELETE,48,10.0,92,13.0
118,23_83,23_79,CDG,,DELETE,80,12.0,92,13.0
119,23_92,23_90,AST,,DELETE,90,13.0,92,13.0
122,23_83,23_99,DDG,buf,DELETE,108,15.0,92,13.0
126,23_11,23_4,DDG,,DELETE,7,1.0,11,2.0
127,23_11,23_7,AST,,DELETE,7,1.0,11,2.0
129,23_83,23_15,DDG,p,DELETE,16,4.0,96,13.0
131,23_83,23_66,DDG,*p,DELETE,74,11.0,96,13.0
135,23_96,23_95,AST,,DELETE,95,13.0,96,13.0
136,23_56,23_4,DDG,,DELETE,7,1.0,54,10.0
137,23_56,23_25,DDG,bufsize,DELETE,30,8.0,54,10.0
139,23_54,23_52,AST,,DELETE,52,10.0,54,10.0
143,23_56,23_129,DDG,bufsize,DELETE,130,23.0,54,10.0
145,23_8,23_7,AST,,DELETE,7,1.0,8,1.0
146,23_120,23_4,DDG,,DELETE,7,1.0,122,18.0
147,23_120,23_117,CDG,,DELETE,118,17.0,122,18.0
148,23_122,23_120,AST,,DELETE,120,18.0,122,18.0
151,23_15,23_11,DDG,featureset,DELETE,11,2.0,19,4.0
153,23_19,23_18,AST,,DELETE,18,4.0,19,4.0
156,23_88,23_85,AST,,DELETE,85,13.0,88,13.0
161,23_86,23_85,AST,,DELETE,85,13.0,86,13.0
168,23_56,23_15,DDG,p,DELETE,16,4.0,57,10.0
169,23_57,23_56,AST,,DELETE,56,10.0,57,10.0
170,23_56,23_66,CFG,,DELETE,67,11.0,57,10.0
171,23_56,23_66,CDG,,DELETE,67,11.0,57,10.0
172,23_56,23_66,DDG,*p,DELETE,74,11.0,57,10.0
173,23_56,23_83,DDG,*p,DELETE,95,13.0,57,10.0
174,23_56,23_112,CDG,,DELETE,113,16.0,57,10.0
175,23_56,23_129,CFG,,DELETE,129,23.0,57,10.0
177,23_66,23_56,CDG,,DELETE,52,10.0,71,11.0
179,23_71,23_70,AST,,DELETE,70,11.0,71,11.0
183,23_65,23_64,AST,,DELETE,64,10.0,65,10.0
187,23_94,23_89,AST,,DELETE,89,13.0,94,13.0
191,23_99,23_66,DDG,bit,DELETE,72,11.0,111,15.0
193,23_111,23_101,AST,,DELETE,101,15.0,111,15.0
201,23_36,23_34,AST,,DELETE,34,8.0,36,8.0
204,23_99,23_56,DDG,q,DELETE,47,10.0,107,15.0
207,23_107,23_106,AST,,DELETE,106,15.0,107,15.0
209,23_99,23_126,DDG,q,DELETE,127,22.0,107,15.0
210,23_79,23_4,DDG,,DELETE,7,1.0,81,12.0
211,23_79,23_15,DDG,p,DELETE,16,4.0,81,12.0
212,23_79,23_56,DDG,p,DELETE,57,10.0,81,12.0
213,23_79,23_66,CFG,,DELETE,67,11.0,81,12.0
214,23_79,23_66,CDG,,DELETE,67,11.0,81,12.0
215,23_79,23_66,DDG,*p,DELETE,74,11.0,81,12.0
216,23_81,23_80,AST,,DELETE,80,12.0,81,12.0
217,23_79,23_83,DDG,*p,DELETE,95,13.0,81,12.0
218,23_125,23_4,DDG,,DELETE,7,1.0,125,20.0
219,23_125,23_112,CDG,,DELETE,113,16.0,125,20.0
221,23_125,23_117,CFG,,DELETE,118,17.0,125,20.0
222,23_125,23_120,CFG,,DELETE,120,18.0,125,20.0
226,23_103,23_101,AST,,DELETE,101,15.0,103,15.0
236,23_91,23_90,AST,,DELETE,90,13.0,91,13.0
238,23_83,23_126,DDG,q,DELETE,127,22.0,91,13.0
240,23_120,23_25,DDG,b,DELETE,26,8.0,121,18.0
241,23_120,23_117,CFG,,DELETE,118,17.0,121,18.0
243,23_121,23_120,AST,,DELETE,120,18.0,121,18.0
246,23_109,23_105,AST,,DELETE,105,15.0,109,15.0
250,23_93,23_89,AST,,DELETE,89,13.0,93,13.0
255,23_39,23_25,CFG,,DELETE,25,8.0,41,9.0
256,23_39,23_25,DDG,buf,DELETE,33,8.0,41,9.0
257,23_41,23_40,AST,,DELETE,40,9.0,41,9.0
261,23_87,23_85,AST,,DELETE,85,13.0,87,13.0
268,23_99,23_39,DDG,*buf,DELETE,40,9.0,108,15.0
271,23_99,23_83,DDG,buf,DELETE,92,13.0,108,15.0
272,23_108,23_106,AST,,DELETE,106,15.0,108,15.0
277,23_59,23_58,AST,,DELETE,58,10.0,59,10.0
283,23_110,23_105,AST,,DELETE,105,15.0,110,15.0
288,23_29,23_28,AST,,DELETE,28,8.0,29,8.0
290,23_9,23_7,AST,,DELETE,7,1.0,9,1.0
293,23_112,23_83,CFG,,DELETE,83,13.0,114,16.0
295,23_112,23_99,CFG,,DELETE,99,15.0,114,16.0
297,23_114,23_113,AST,,DELETE,113,16.0,114,16.0
301,23_62,23_61,AST,,DELETE,61,10.0,62,10.0
305,23_63,23_61,AST,,DELETE,61,10.0,63,10.0
310,23_56,23_99,DDG,bit,DELETE,111,15.0,63,10.0
315,23_53,23_52,AST,,DELETE,52,10.0,53,10.0
324,23_56,23_39,DDG,*buf,DELETE,40,9.0,48,10.0
325,23_48,23_46,AST,,DELETE,46,10.0,48,10.0
327,23_117,23_4,DDG,,DELETE,7,1.0,118,17.0
328,23_117,23_112,CFG,,DELETE,113,16.0,118,17.0
329,23_117,23_112,CDG,,DELETE,113,16.0,118,17.0
330,23_118,23_117,AST,,DELETE,117,17.0,118,17.0
332,23_51,23_49,AST,,DELETE,49,10.0,51,10.0
338,23_72,23_70,AST,,DELETE,70,11.0,72,11.0
343,23_129,23_126,DDG,nc,DELETE,128,22.0,131,23.0
344,23_131,23_129,AST,,DELETE,129,23.0,131,23.0
347,23_66,23_56,CFG,,DELETE,52,10.0,69,11.0
351,23_69,23_68,AST,,DELETE,68,11.0,69,11.0
355,23_30,23_28,AST,,DELETE,28,8.0,30,8.0
360,23_104,23_101,AST,,DELETE,101,15.0,104,15.0
362,23_12,23_4,DDG,,DELETE,7,1.0,12,2.0
363,23_12,23_7,AST,,DELETE,7,1.0,12,2.0
365,23_132,23_7,AST,,DELETE,7,1.0,132,1.0
366,23_4,23_11,DDG,featureset,DELETE,11,2.0,132,1.0
367,23_4,23_12,DDG,flags,DELETE,12,2.0,132,1.0
368,23_4,23_15,DDG,p,DELETE,16,4.0,132,1.0
371,23_4,23_25,DDG,b,DELETE,26,8.0,132,1.0
377,23_4,23_39,DDG,*buf,DELETE,40,9.0,132,1.0
378,23_4,23_56,CFG,,DELETE,52,10.0,132,1.0
379,23_4,23_56,DDG,fbits && bufsize,DELETE,52,10.0,132,1.0
382,23_4,23_66,DDG,fbits & 1 << bit && (*p || !flags),DELETE,67,11.0,132,1.0
391,23_4,23_83,DDG,"snprintf(q, bufsize, ""%s%s"", q == buf ? """" : "" "", *p)",DELETE,85,13.0,132,1.0
397,23_4,23_99,DDG,"snprintf(q, bufsize, ""%s[%d]"", q == buf ? """" : "" "", bit)",DELETE,101,15.0,132,1.0
403,23_4,23_112,DDG,bufsize <= nc,DELETE,113,16.0,132,1.0
406,23_4,23_120,DDG,"memcpy(b, ""..."", sizeof(""...""))",DELETE,120,18.0,132,1.0
408,23_4,23_125,CFG,,DELETE,125,20.0,132,1.0
409,23_4,23_125,DDG,<RET>,DELETE,125,20.0,132,1.0
410,23_268,23_7,AST,,DELETE,7,1.0,268,1.0
415,23_269,23_7,AST,,DELETE,7,1.0,269,1.0
418,23_270,23_7,AST,,DELETE,7,1.0,270,1.0
421,23_271,23_7,AST,,DELETE,7,1.0,271,2.0
422,23_271,23_11,DDG,featureset,DELETE,11,2.0,271,2.0
424,23_271,23_15,DDG,featureset[31],DELETE,18,4.0,271,2.0
425,23_272,23_7,AST,,DELETE,7,1.0,272,2.0
426,23_272,23_12,DDG,flags,DELETE,12,2.0,272,2.0
428,23_272,23_66,DDG,flags,DELETE,77,11.0,272,2.0
430,23_18,23_17,AST,,DELETE,17,4.0,18,4.0
450,23_25,23_15,CFG,,DELETE,15,4.0,26,8.0
451,23_26,23_25,AST,,DELETE,25,8.0,26,8.0
453,23_17,23_15,AST,,DELETE,15,4.0,17,4.0
456,23_27,23_25,AST,,DELETE,25,8.0,27,8.0
462,23_28,23_27,AST,,DELETE,27,8.0,28,8.0
464,23_31,23_27,AST,,DELETE,27,8.0,31,8.0
470,23_34,23_32,AST,,DELETE,32,8.0,34,8.0
475,23_32,23_31,AST,,DELETE,31,8.0,32,8.0
479,23_56,23_39,CFG,,DELETE,39,9.0,47,10.0
480,23_47,23_46,AST,,DELETE,46,10.0,47,10.0
482,23_40,23_39,AST,,DELETE,39,9.0,40,9.0
486,23_52,23_43,AST,,DELETE,43,10.0,52,10.0
494,23_66,23_43,AST,,DELETE,43,10.0,66,11.0
504,23_50,23_49,AST,,DELETE,49,10.0,50,10.0
507,23_68,23_67,AST,,DELETE,67,11.0,68,11.0
513,23_67,23_66,AST,,DELETE,66,11.0,67,11.0
519,23_70,23_68,AST,,DELETE,68,11.0,70,11.0
540,23_60,23_58,AST,,DELETE,58,10.0,60,10.0
545,23_61,23_60,AST,,DELETE,60,10.0,61,10.0
552,23_73,23_67,AST,,DELETE,67,11.0,73,11.0
560,23_113,23_112,AST,,DELETE,112,16.0,113,16.0
565,23_80,23_79,AST,,DELETE,79,12.0,80,12.0
568,23_74,23_73,AST,,DELETE,73,11.0,74,11.0
572,23_76,23_73,AST,,DELETE,73,11.0,76,11.0
579,23_95,23_85,AST,,DELETE,85,13.0,95,13.0
598,23_97,23_79,AST,,DELETE,79,12.0,97,15.0
599,23_83,23_79,CFG,,DELETE,80,12.0,84,13.0
601,23_84,23_83,AST,,DELETE,83,13.0,84,13.0
603,23_99,23_79,CFG,,DELETE,80,12.0,100,15.0
605,23_100,23_99,AST,,DELETE,99,15.0,100,15.0
608,23_89,23_85,AST,,DELETE,85,13.0,89,13.0
624,23_85,23_83,AST,,DELETE,83,13.0,85,13.0
632,23_106,23_105,AST,,DELETE,105,15.0,106,15.0
635,23_101,23_99,AST,,DELETE,99,15.0,101,15.0
643,23_90,23_89,AST,,DELETE,89,13.0,90,13.0
651,23_105,23_101,AST,,DELETE,101,15.0,105,15.0
671,23_123,23_120,AST,,DELETE,120,18.0,123,18.0
678,23_124,23_123,AST,,DELETE,123,18.0,124,18.0
27,24_5,24_4,AST,,DELETE,4,1.0,5,1.0
32,24_13,24_4,CFG,,DELETE,7,1.0,14,3.0
33,24_14,24_13,AST,,DELETE,13,3.0,14,3.0
35,24_143,24_4,DDG,,DELETE,7,1.0,148,21.0
37,24_143,24_137,CDG,,DELETE,138,20.0,148,21.0
38,24_148,24_143,AST,,DELETE,143,21.0,148,21.0
42,24_34,24_4,DDG,,DELETE,7,1.0,37,8.0
43,24_34,24_20,CFG,,DELETE,21,6.0,37,8.0
44,24_34,24_20,CDG,,DELETE,21,6.0,37,8.0
45,24_34,24_20,DDG,name,DELETE,23,6.0,37,8.0
46,24_37,24_36,AST,,DELETE,36,8.0,37,8.0
48,24_10,24_7,AST,,DELETE,7,1.0,10,1.0
49,24_154,24_4,DDG,,DELETE,7,1.0,158,22.0
50,24_154,24_137,CDG,,DELETE,138,20.0,158,22.0
51,24_158,24_156,AST,,DELETE,156,22.0,158,22.0
53,24_222,24_4,DDG,,DELETE,7,1.0,226,30.0
54,24_222,24_205,CDG,,DELETE,206,28.0,226,30.0
55,24_226,24_224,AST,,DELETE,224,30.0,226,30.0
57,24_160,24_4,DDG,,DELETE,7,1.0,166,23.0
58,24_160,24_154,CDG,,DELETE,155,22.0,166,23.0
59,24_166,24_160,AST,,DELETE,160,23.0,166,23.0
61,24_83,24_4,DDG,,DELETE,7,1.0,90,14.0
62,24_83,24_13,DDG,def,DELETE,14,3.0,90,14.0
63,24_83,24_68,CDG,,DELETE,69,12.0,90,14.0
65,24_90,24_89,AST,,DELETE,89,14.0,90,14.0
66,24_205,24_4,DDG,,DELETE,7,1.0,209,28.0
67,24_205,24_188,CDG,,DELETE,189,26.0,209,28.0
68,24_209,24_207,AST,,DELETE,207,28.0,209,28.0
70,24_246,24_4,DDG,,DELETE,7,1.0,247,36.0
71,24_246,24_20,CDG,,DELETE,21,6.0,247,36.0
72,24_246,24_26,CFG,,DELETE,26,7.0,247,36.0
73,24_246,24_34,CDG,,DELETE,35,8.0,247,36.0
74,24_246,24_40,CFG,,DELETE,40,9.0,247,36.0
75,24_246,24_51,CDG,,DELETE,52,10.0,247,36.0
76,24_246,24_57,CFG,,DELETE,65,11.0,247,36.0
77,24_246,24_68,CDG,,DELETE,69,12.0,247,36.0
78,24_246,24_92,CFG,,DELETE,92,15.0,247,36.0
79,24_246,24_103,CDG,,DELETE,104,16.0,247,36.0
80,24_246,24_109,CFG,,DELETE,117,17.0,247,36.0
81,24_246,24_120,CDG,,DELETE,121,18.0,247,36.0
82,24_246,24_126,CFG,,DELETE,134,19.0,247,36.0
83,24_246,24_137,CDG,,DELETE,138,20.0,247,36.0
84,24_246,24_143,CFG,,DELETE,151,21.0,247,36.0
85,24_246,24_154,CDG,,DELETE,155,22.0,247,36.0
86,24_246,24_160,CFG,,DELETE,160,23.0,247,36.0
87,24_246,24_171,CDG,,DELETE,172,24.0,247,36.0
88,24_246,24_177,CFG,,DELETE,177,25.0,247,36.0
89,24_246,24_188,CDG,,DELETE,189,26.0,247,36.0
90,24_246,24_194,CFG,,DELETE,194,27.0,247,36.0
91,24_246,24_205,CDG,,DELETE,206,28.0,247,36.0
92,24_246,24_211,CFG,,DELETE,211,29.0,247,36.0
93,24_246,24_222,CDG,,DELETE,223,30.0,247,36.0
94,24_246,24_228,CFG,,DELETE,236,31.0,247,36.0
95,24_247,24_246,AST,,DELETE,246,36.0,247,36.0
96,24_109,24_4,DDG,,DELETE,7,1.0,112,17.0
97,24_109,24_13,DDG,def,DELETE,14,3.0,112,17.0
98,24_109,24_103,CFG,,DELETE,104,16.0,112,17.0
99,24_109,24_103,CDG,,DELETE,104,16.0,112,17.0
100,24_112,24_111,AST,,DELETE,111,17.0,112,17.0
101,24_74,24_4,DDG,,DELETE,7,1.0,77,13.0
103,24_74,24_68,CFG,,DELETE,69,12.0,77,13.0
104,24_74,24_68,CDG,,DELETE,69,12.0,77,13.0
105,24_77,24_76,AST,,DELETE,76,13.0,77,13.0
107,24_154,24_137,CFG,,DELETE,138,20.0,157,22.0
109,24_154,24_137,DDG,name,DELETE,140,20.0,157,22.0
110,24_157,24_156,AST,,DELETE,156,22.0,157,22.0
112,24_160,24_17,DDG,err,DELETE,18,4.0,168,23.0
115,24_168,24_167,AST,,DELETE,167,23.0,168,23.0
116,24_188,24_4,DDG,,DELETE,7,1.0,192,26.0
117,24_188,24_171,CDG,,DELETE,172,24.0,192,26.0
118,24_192,24_190,AST,,DELETE,190,26.0,192,26.0
122,24_38,24_36,AST,,DELETE,36,8.0,38,8.0
124,24_40,24_4,DDG,,DELETE,7,1.0,44,9.0
126,24_40,24_34,CDG,,DELETE,35,8.0,44,9.0
127,24_44,24_40,AST,,DELETE,40,9.0,44,9.0
130,24_120,24_4,DDG,,DELETE,7,1.0,124,18.0
131,24_120,24_103,CDG,,DELETE,104,16.0,124,18.0
132,24_124,24_122,AST,,DELETE,122,18.0,124,18.0
134,24_228,24_4,DDG,,DELETE,7,1.0,235,31.0
135,24_228,24_17,DDG,err,DELETE,18,4.0,235,31.0
136,24_228,24_222,CDG,,DELETE,223,30.0,235,31.0
138,24_235,24_234,AST,,DELETE,234,31.0,235,31.0
139,24_256,24_4,DDG,,DELETE,7,1.0,257,40.0
140,24_256,24_246,CFG,,DELETE,247,36.0,257,40.0
141,24_256,24_246,CDG,,DELETE,247,36.0,257,40.0
142,24_257,24_256,AST,,DELETE,256,40.0,257,40.0
143,24_194,24_4,DDG,,DELETE,7,1.0,199,27.0
145,24_194,24_188,CDG,,DELETE,189,26.0,199,27.0
146,24_199,24_194,AST,,DELETE,194,27.0,199,27.0
151,24_137,24_4,DDG,,DELETE,7,1.0,140,20.0
152,24_137,24_120,CFG,,DELETE,121,18.0,140,20.0
153,24_137,24_120,CDG,,DELETE,121,18.0,140,20.0
154,24_137,24_120,DDG,name,DELETE,123,18.0,140,20.0
155,24_140,24_139,AST,,DELETE,139,20.0,140,20.0
156,24_249,24_4,DDG,,DELETE,7,1.0,251,37.0
157,24_249,24_246,CDG,,DELETE,247,36.0,251,37.0
158,24_251,24_249,AST,,DELETE,249,37.0,251,37.0
160,24_177,24_4,DDG,,DELETE,7,1.0,183,25.0
161,24_177,24_171,CDG,,DELETE,172,24.0,183,25.0
162,24_183,24_177,AST,,DELETE,177,25.0,183,25.0
165,24_40,24_13,DDG,def,DELETE,14,3.0,47,9.0
168,24_47,24_46,AST,,DELETE,46,9.0,47,9.0
171,24_78,24_76,AST,,DELETE,76,13.0,78,13.0
173,24_126,24_4,DDG,,DELETE,7,1.0,133,19.0
174,24_126,24_17,DDG,err,DELETE,18,4.0,133,19.0
175,24_126,24_120,CDG,,DELETE,121,18.0,133,19.0
177,24_133,24_132,AST,,DELETE,132,19.0,133,19.0
178,24_92,24_4,DDG,,DELETE,7,1.0,96,15.0
179,24_92,24_68,CDG,,DELETE,69,12.0,96,15.0
180,24_96,24_94,AST,,DELETE,94,15.0,96,15.0
183,24_120,24_103,CFG,,DELETE,104,16.0,123,18.0
185,24_120,24_103,DDG,name,DELETE,106,16.0,123,18.0
186,24_123,24_122,AST,,DELETE,122,18.0,123,18.0
187,24_51,24_4,DDG,,DELETE,7,1.0,54,10.0
188,24_51,24_34,CFG,,DELETE,35,8.0,54,10.0
189,24_51,24_34,CDG,,DELETE,35,8.0,54,10.0
190,24_51,24_34,DDG,name,DELETE,37,8.0,54,10.0
191,24_54,24_53,AST,,DELETE,53,10.0,54,10.0
193,24_8,24_7,AST,,DELETE,7,1.0,8,1.0
194,24_211,24_4,DDG,,DELETE,7,1.0,216,29.0
196,24_211,24_205,CDG,,DELETE,206,28.0,216,29.0
197,24_216,24_211,AST,,DELETE,211,29.0,216,29.0
202,24_17,24_4,DDG,,DELETE,7,1.0,19,4.0
